line,level,rule
3,error,DL3005
3,warning,DL3008
3,info,DL3009
3,info,DL3015
4,warning,DL3013
4,warning,DL3042
8,error,DL3020
9,warning,DL3042
11,error,DL3020
15,warning,DL3025
