line,level,rule
3,warning,DL3008
3,info,DL3015
30,warning,DL3003
30,warning,DL4006
53,warning,DL4006
57,warning,DL3003
57,warning,DL4006
71,warning,DL3042
73,error,DL3020
74,error,DL3020
75,error,DL3020
76,error,DL3020
77,error,DL3020
78,error,DL3020
81,warning,DL3003
81,warning,DL4006
90,error,DL3020
