line,level,rule
2,error,DL4000
6,info,DL3009
7,error,DL3005
9,warning,DL3008
12,warning,DL3008
14,warning,DL3008
17,warning,DL3003
25,warning,DL3042
28,warning,DL3002
38,warning,DL3042
40,error,DL3020
41,error,DL3020
42,error,DL3020
43,error,DL3020
44,error,DL3020
46,error,DL3020
47,error,DL3020
48,error,DL3020
49,error,DL3020
50,error,DL3020
51,error,DL3020
52,error,DL3020
53,error,DL3020
54,error,DL3020
