line,level,rule
4,error,DL4000
15,warning,DL3008
15,info,DL3015
59,error,DL3004
59,warning,DL4006
63,warning,DL3008
63,info,DL3015
71,warning,DL3013
71,warning,DL3042
73,warning,DL3008
73,info,DL3015
80,warning,DL3003
80,warning,DL4001
87,warning,DL3013
87,warning,DL3042
107,warning,DL3025
108,warning,DL4003
108,warning,DL3025
109,warning,DL4003
109,warning,DL3025
