line,level,rule
7,warning,DL3007
10,error,DL4000
17,info,DL3009
18,warning,DL3008
18,info,DL3015
19,warning,DL3008
19,info,DL3015
20,warning,DL3008
20,info,DL3015
21,warning,DL3008
21,info,DL3015
24,error,DL3020
27,error,DL3020
28,error,DL3020
34,error,DL3020
35,error,DL3020
49,error,DL3020
50,error,DL3020
